dir,status,split,calibration,n,n_vpn,auc,pr_auc
artifacts/ensemble/lood_iscx,2-DS (by design),val,raw,6634,193,0.9990652499008538,0.9845944170147877
artifacts/balanced_subset/balanced,3-DS ✅,val,raw,8861,275,0.9988399720475192,0.9728814789821904
artifacts/thesis_finalization/lodo_test_iscx,2-DS (by design),val,raw,6795,206,0.9936743646000173,0.7868367800038152
artifacts/ensemble/diverse_bagging_robust9,3-DS ✅,val,raw,8675,1178,0.988060928955623,0.9570117674054482
artifacts/ensemble/balanced_ensemble_robust9,3-DS ✅,val,raw,3906,2264,0.9875098453579407,0.9920867031459984
artifacts/leave_two_out/iscx,2-DS (by design),val,raw,2220,679,0.9868847476773781,0.9855296021874832
artifacts/ensemble/lood_vnat,2-DS (by design),val,raw,8738,275,0.9830891688956206,0.7666520481643894
artifacts/balanced_bagging,3-DS ✅,val,raw,8861,275,0.9829451750206467,0.8441897259660501
artifacts/ensemble/diverse_bagging_robust,3-DS ✅,val,raw,8861,275,0.9826211803570295,0.8190414163035095
artifacts/lood_firewall_tuned/hold_vnat,2-DS (by design),val,raw,8738,275,0.9824416443771282,0.7583365157500388
artifacts/balanced_bagging_firewall_tuned_ensemble_2dataset_backup,2-DS (by design),val,raw,1926,688,0.9817263168275913,0.9773338923560789
artifacts/experiments/exp_b_balanced,3-DS ✅,val,raw,9022,288,0.9812410948273669,0.7872302236404052
artifacts/balanced_bagging_firewall_tuned_ensemble_PRE_3DS_PROMOTION,3-DS ✅,val,raw,8924,288,0.97682142903093,0.7868759780214671
artifacts/experiments/exp_b_balanced_sample,3-DS ✅,val,raw,8861,275,0.9757906105075916,0.7806467512052127
artifacts/experiments/feature_leakage_reduction/exp_5f-baseline,3-DS ✅,val,raw,9022,288,0.975730025379742,0.687943144260167
artifacts/experiments/feature_leakage_reduction/exp_4f-drop-p75,3-DS ✅,val,raw,9022,288,0.9708498715110806,0.6578748455555437
artifacts/balanced_bagging_firewall_tuned_ensemble,3-DS ✅,val,raw,8861,275,0.968792749295894,0.7521477118301674
artifacts/balanced_bagging_firewall_tuned_ensemble_3dataset_DEGRADED,3-DS ✅,val,raw,8861,275,0.968792749295894,0.7521477118301674
artifacts/balanced_bagging_firewall_tuned_ensemble_3dataset_REFRESH,3-DS ✅,val,raw,8861,275,0.968792749295894,0.7521477118301674
artifacts/experiments/exp_d_iat_expanded,3-DS ✅,val,raw,8861,275,0.9663443660927938,0.5599906727735022
artifacts/experiments/exp_db_iat_balanced,3-DS ✅,val,raw,8861,275,0.9652762425089471,0.6312706875828499
artifacts/balanced_bagging_xgb,3-DS ✅,val,raw,10068,1358,0.96504846899523,0.809514421070401
artifacts/balanced_bagging_lgbm,3-DS ✅,val,raw,10068,1358,0.9640383812217941,0.8211766952139559
artifacts/experiments/baseline_3ds,3-DS ✅,val,raw,9022,288,0.9636820026461085,0.625707971538545
artifacts/balanced_bagging_cat,3-DS ✅,val,raw,10068,1358,0.9606346031257555,0.8258982374688255
artifacts/experiments/exp_f7_cat-heavy,3-DS ✅,val,raw,9022,288,0.9605584338345673,0.43771098107503487
artifacts/experiments/exp_f7_xgb-heavy,3-DS ✅,val,raw,9022,288,0.9597736654962725,0.47657394789172164
artifacts/experiments/exp_f7_lgbm-heavy,3-DS ✅,val,raw,9022,288,0.9594341557896344,0.44756362565077806
artifacts/experiments/exp_c_combined,3-DS ✅,val,raw,9022,288,0.959280303030303,0.44926366106848215
artifacts/experiments/exp_d1_safe_expanded,3-DS ✅,val,raw,9022,288,0.959280303030303,0.44926366106848215
artifacts/experiments/exp_d2_full_expanded,3-DS ✅,val,raw,9022,288,0.959280303030303,0.44926366106848215
artifacts/experiments/exp_d_iat_balanced,3-DS ✅,val,raw,9022,288,0.959280303030303,0.44926366106848215
artifacts/experiments/exp_f4_diverse_bagging,3-DS ✅,val,raw,9022,288,0.9584605500852352,0.44146710293258956
artifacts/experiments/exp_f6_ratio_2_0,3-DS ✅,val,raw,9022,288,0.9575775863165662,0.44849904872973445
artifacts/experiments/exp_f6_ratio_3_0,3-DS ✅,val,raw,9022,288,0.9575775863165662,0.44849904872973445
artifacts/experiments/exp_f2_strict_reg,3-DS ✅,val,raw,9022,288,0.9571339178943084,0.4111994935314837
artifacts/experiments/exp_f1_light_balance,3-DS ✅,val,raw,9022,288,0.9556832493702772,0.4994571304334957
artifacts/balanced_bagging_tuned,3-DS ✅,val,raw,8675,1178,0.953398450495082,0.7817036240692933
artifacts/experiments/feature_leakage_reduction/exp_4f-drop-p25,3-DS ✅,val,raw,9022,288,0.9526282583390582,0.5395426613453829
artifacts/thesis_finalization/lodo_test_vnat,2-DS (by design),val,raw,8856,276,0.9489451369886153,0.3230473514546624
artifacts/experiments/exp_f6_ratio_1_5,3-DS ✅,val,raw,9022,288,0.9459436143551383,0.4150371579535333
artifacts/experiments/exp_f9_reduced,3-DS ✅,val,raw,9022,288,0.9414711504210875,0.3872667733723813
artifacts/experiments/exp_f5_weighted_usb,3-DS ✅,val,raw,9022,288,0.9384914955601353,0.32884809132904047
artifacts/experiments/ablation_3f_core,3-DS ✅,val,raw,8861,275,0.9344272917857823,0.3209062842453935
artifacts/experiments/feature_leakage_reduction/exp_3f-core,3-DS ✅,val,raw,9022,288,0.93414147774979,0.4840178350347841
artifacts/experiments/ablation_4f_no_p25,3-DS ✅,val,raw,8861,275,0.9324236071405883,0.23484142807387995
artifacts/experiments/exp_a_no_direction,3-DS ✅,val,raw,9022,288,0.9252804334274738,0.26892094805252065
artifacts/experiments/ablation_4f_no_p75,3-DS ✅,val,raw,8861,275,0.9249306482010884,0.3200786467916348
artifacts/experiments/feature_leakage_reduction/exp_3f-core-v2,3-DS ✅,val,raw,9022,288,0.8971812345749689,0.4188881643116964
artifacts/ensemble/diverse_bagging_robust13,3-DS ✅,val,raw,8675,1178,0.860200899827956,0.44810676063895466
artifacts/experiments/exp_e_adversarial,3-DS ✅,val,raw,9022,288,0.8411718730122383,0.18444122808465985
artifacts/ensemble/lood_usbvpn,2-DS (by design),val,raw,2350,82,0.721388781348131,0.1492836581902577
artifacts/thesis_finalization/lodo_test_usbvpn,2-DS (by design),val,raw,2393,94,0.3370267368791241,0.03358225323256411
artifacts/lood_firewall_tuned/hold_usbvpn,2-DS (by design),val,raw,2350,82,0.3188368391620424,0.031665760494749944
artifacts/experiments/baseline_2ds,2-DS (by design),val,raw,2393,94,0.24074296872830925,0.026984491687200483
